StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36_1,Q36_2,Q36_3,Q37,Q38,Code
2017-11-01 10:16:20,2017-11-01 10:19:45,IP Address,192.132.44.53,100,205,True,2017-11-01 10:19:46,R_3QXWK1GEVK9Hhww,,,,,32.738006591797,-96.446296691895,anonymous,EN,A moderate amount,A lot,A moderate amount,A moderate amount,A moderate amount,A moderate amount,Yes,A lot,A moderate amount,A little,A lot,A little,A lot,No,,,,,,,Stay,Stay,"Having young children,Having elderly family member(s),Having family member(s) with special needs",33,Male,Asian,College graduate,"Over $80,000",6,Yes,No,No,Yes,75087,More than 70 miles,Duplex or triplex home,Brick or block,Own,No,"usa ",No,,,,Yes,Yes,August 24th (Thursday),Morning,,,,Yes,A3VPD34C23PQTQ,571099
2017-11-01 10:50:18,2017-11-01 10:52:59,IP Address,75.87.100.146,100,161,True,2017-11-01 10:53:00,R_2ygrqIaouTJKIPI,,,,,27.685104370117,-97.400299072266,anonymous,EN,A lot,A moderate amount,A lot,A little,A little,A little,Yes,None at all,None at all,None at all,A moderate amount,None at all,A little,No,,,,,,,Neither,Stay,"Having elderly family member(s),No place to go (hotels, public shelters, friends' or family's places, etc.)",30,Female,Caucasian,College graduate,"$25,000 to $40,000",3,No,Yes,No,Yes,78415,1 to 10 mile,Detached single family home,Brick or block,Own,Yes,Nueces,No,,,,,No,,,No,No,No,Yes,A2HR7ZIX42FEPG,148281
2017-11-01 10:53:40,2017-11-01 10:58:02,IP Address,207.231.32.32,100,262,True,2017-11-01 10:58:02,R_1QDBjjofxRx8rgZ,,,,,29.707901000977,-95.401000976562,anonymous,EN,A moderate amount,A lot,A moderate amount,A moderate amount,A lot,A lot,Yes,A moderate amount,A little,A great deal,A lot,A moderate amount,A moderate amount,No,,,,,,,Stay,Stay,"Having elderly family member(s),Having pets,No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",29,Female,Asian,Graduate school,"$25,000 to $40,000",2,No,No,No,Yes,77030,30 to 50 miles,Condo/apartment - 4 stories or less,Wood,Rent,No,Harris,Yes,Voluntary (should),"Social media or internet,Word of mouth (friends/relative/neighbor),Text alerts  or phone calls from officials","August 26th (Saturday, weakened to Tropical Storm)",,No,,,No,No,No,Yes,A2RUQF6VYK4QRN,683738
2017-11-01 10:59:57,2017-11-01 11:03:43,IP Address,24.175.68.0,100,226,True,2017-11-01 11:03:44,R_2cwRFxW3r7bZ78Q,,,,,25.982498168945,-97.472503662109,anonymous,EN,A little,A lot,A moderate amount,None at all,A lot,A great deal,Yes,A little,None at all,A lot,A great deal,A moderate amount,A moderate amount,No,,,,,,,Stay,Stay,"Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",25,Female,Hispanic,Some college,"$15,000 to $25,000",2,No,No,No,Yes,77083,10 to 30 miles,Duplex or triplex home,Wood,Rent,No,Harris,No,,,,No,No,,,No,No,No,Yes,A5BMKZRGHNSRT,595579
2017-11-01 11:50:56,2017-11-01 11:53:24,IP Address,108.198.11.57,100,147,True,2017-11-01 11:53:24,R_10qn3eofN0gjI5g,,,,,30.452697753906,-91.067802429199,anonymous,EN,A lot,A lot,A moderate amount,A moderate amount,A little,A little,No,,,,,,,Yes,A lot,A moderate amount,A little,A moderate amount,A lot,A moderate amount,Stay,Evacuate,"Having family member(s) with special needs,No place to go (hotels, public shelters, friends' or family's places, etc.)",29,Female,Asian,Some college,"$15,000 to $25,000",5,Yes,Yes,Yes,Yes,70814,30 to 50 miles,Detached single family home,Brick or block,Own,Yes,Usa,No,,,,No,Yes,"August 25th (Friday, 1st landfall near Rockport, TX)",Morning,,,,Yes,A1FN47KACHQ5W,995629
2017-11-01 12:15:03,2017-11-01 12:18:37,IP Address,73.136.213.225,100,214,True,2017-11-01 12:18:38,R_3dRZLClleRGg6Xa,,,,,29.544692993164,-95.33699798584,anonymous,EN,None at all,A great deal,None at all,None at all,A lot,A great deal,Yes,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Yes,A lot,A lot,A lot,A lot,A lot,A lot,Stay,Stay,"Having pets,No transportation (cars, flights, public transportation, etc)",24,Female,Hispanic,College graduate,"$40,000 to $80,000",2,No,No,No,Yes,77584,30 to 50 miles,Duplex or triplex home,Brick or block,Own,No,Brazoria,No,,,,Yes,No,,,No,No,No,Yes,saraixd,212890
2017-11-01 12:57:37,2017-11-01 13:01:07,IP Address,107.138.201.72,100,210,True,2017-11-01 13:01:07,R_2xRVBaReLlOBnxU,,,,,29.618606567383,-95.537696838379,anonymous,EN,A little,A lot,A little,A little,A little,A little,Yes,A little,A little,A lot,A lot,A lot,A little,Yes,A little,A little,A lot,A lot,A moderate amount,A lot,Stay,Stay,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",25,Female,Hispanic,Some college,"$25,000 to $40,000",5,Yes,No,No,Yes,77063,50 to 70 miles,Detached single family home,Brick or block,Own,Yes,harris,No,,,,Yes,No,,,No,No,No,Yes,A1W12SRVWD66S9,157318
2017-11-01 12:58:47,2017-11-01 13:01:50,IP Address,70.140.24.236,100,183,True,2017-11-01 13:01:51,R_3EYEKk0MmJvZjrS,,,,,29.915603637695,-95.649101257324,anonymous,EN,A lot,A lot,A lot,A lot,A lot,A lot,Yes,A moderate amount,None at all,A moderate amount,A lot,A moderate amount,A moderate amount,No,,,,,,,Stay,Stay,"Having young children,Evacuation expense (travel, lodging, etc.)",44,Female,Caucasian,High school graduate,"$40,000 to $80,000",7,Yes,No,No,No,77449,30 to 50 miles,Detached single family home,Brick or block,Own,Yes,harris,No,,,,Yes,No,,,No,No,No,Yes,A1Y508FNU04ZLH,426275
2017-11-01 12:59:19,2017-11-01 13:01:55,IP Address,71.15.41.172,100,155,True,2017-11-01 13:01:55,R_3q99SjlbBi03adt,,,,,30.271194458008,-89.770500183105,anonymous,EN,A moderate amount,A little,A moderate amount,A lot,A moderate amount,A moderate amount,Yes,A lot,A little,A lot,A lot,A moderate amount,A moderate amount,Yes,A little,A moderate amount,A little,A little,A little,A moderate amount,Stay,Stay,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.)",33,Female,Caucasian,Some college,"$40,000 to $80,000",5,Yes,No,No,Yes,70452,10 to 30 miles,Mobile or manufactured home,Other,Own,Yes,St Tammany Parish,No,,,,Yes,No,,,No,No,No,Yes,ACSS93E03ZUGX,533385
2017-11-01 12:58:40,2017-11-01 13:03:56,IP Address,108.196.136.202,100,316,True,2017-11-01 13:03:57,R_1LhEHoZ471vVlbC,,,,,29.065505981445,-95.382797241211,anonymous,EN,A lot,A moderate amount,A lot,A lot,A lot,A lot,Yes,A lot,A lot,A lot,A lot,A lot,A lot,Yes,A lot,A lot,A lot,A lot,A lot,A lot,Evacuate,Evacuate,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",39,Male,Caucasian,High school graduate,"$15,000 to $25,000",3,Yes,No,No,Yes,77541,1 to 10 mile,Detached single family home,Wood,Own,Yes,Brazoria,Yes,Voluntary (should),"Social media or internet,Word of mouth (friends/relative/neighbor)",August 24th (Thursday),No,No,,,No,Yes,Yes,No,A2OO4PG3LBLP5I,508543
2017-11-01 12:59:35,2017-11-01 13:05:59,IP Address,47.182.49.217,100,384,True,2017-11-01 13:06:00,R_2AHhpQKA9jO3LwB,,,,,32.955902099609,-97.714401245117,anonymous,EN,A great deal,A little,A little,A lot,A great deal,A great deal,Yes,A lot,None at all,A great deal,A lot,A little,A great deal,Yes,A great deal,A great deal,A lot,A lot,A lot,A great deal,Evacuate,Evacuate,None,36,Male,Hispanic,Some college,"$40,000 to $80,000",3,No,No,No,Yes,77011,More than 70 miles,Detached single family home,Brick or block,Own,Yes,Harris,Yes,Voluntary (should),Social media or internet,August 27th (Sunday),,Yes,August 23th (Wednesday),Morning,,,,Yes,AI9QOT5C5DN1P,666867
2017-11-01 13:06:51,2017-11-01 13:10:15,IP Address,162.72.201.199,100,204,True,2017-11-01 13:10:16,R_3dENx1yC0xNUCkH,,,,,31.307693481445,-96.631896972656,anonymous,EN,A lot,None at all,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A little,A lot,A little,A little,A great deal,Yes,A great deal,A moderate amount,None at all,A lot,A great deal,A moderate amount,Evacuate,Evacuate,"Having pets,Job obligations",38,Female,Hispanic,Some college,"$40,000 to $80,000",3,Yes,No,No,Yes,77320,More than 70 miles,Detached single family home,Wood,Own,Yes,Walker,No,,,,,No,,,No,No,No,Yes,A3DZ46U9XRLVBI,262676
2017-10-31 14:03:56,2017-11-01 13:11:23,IP Address,67.198.119.57,100,83247,True,2017-11-01 13:11:24,R_3GeS9drRGb2p3k0,,,,,29.872894287109,-98.013999938965,anonymous,EN,A lot,A moderate amount,A lot,A lot,A great deal,A great deal,Yes,None at all,None at all,None at all,A little,A great deal,A little,No,,,,,,,Stay,Stay,"Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",32,Female,Caucasian,College graduate,"$15,000 to $25,000",2,No,No,No,Yes,78381,Within 1 mile,Condo/apartment - 4 stories or less,Brick or block,Rent,Yes,aransas,No,,,,,Yes,August 24th (Thursday),Morning,,,,Yes,A3O5T6IYJN8X9V,310132
2017-11-01 13:09:01,2017-11-01 13:11:53,IP Address,69.171.228.122,100,171,True,2017-11-01 13:11:54,R_2rAZ1hYlkR0iXcY,,,,,37.458999633789,-122.17810058594,anonymous,EN,A lot,A moderate amount,A moderate amount,A lot,A lot,A lot,Yes,A lot,A little,A little,A lot,A moderate amount,A moderate amount,Yes,A moderate amount,A little,A lot,A moderate amount,A moderate amount,A great deal,Stay,Evacuate,"Having family member(s) with special needs,Evacuation expense (travel, lodging, etc.),No transportation (cars, flights, public transportation, etc),No place to go (hotels, public shelters, friends' or family's places, etc.)",26,Male,Caucasian,High school graduate,"$15,000 to $25,000",2,No,No,No,No,78335,1 to 10 mile,Duplex or triplex home,Wood,Rent,No,Nueces,Yes,Voluntary (should),"Radio or TV,Social media or internet",August 23th (Wednesday),No,No,,,No,No,No,Yes,ARG392N6HWZCJ,664442
2017-11-01 13:15:16,2017-11-01 13:17:21,IP Address,199.116.175.205,100,125,True,2017-11-01 13:17:21,R_z1lIQ40fHlAdevv,,,,,40.763900756836,-74.037002563477,anonymous,EN,A moderate amount,A little,A moderate amount,A lot,A moderate amount,A lot,Yes,A lot,A lot,A lot,A lot,A lot,A lot,Yes,A lot,A lot,A lot,A moderate amount,A lot,A lot,Evacuate,Evacuate,"Having young children,Having pets",27,Male,Caucasian,Graduate school,"Over $80,000",3,Yes,No,No,Yes,75028,More than 70 miles,Detached single family home,Brick or block,Own,No,Denton,No,,,,,No,,,No,No,No,Yes,ABRQODWAYIGS8,507359
2017-11-01 13:12:27,2017-11-01 13:18:40,IP Address,73.252.59.190,100,372,True,2017-11-01 13:18:40,R_2ByBBQAIxMQM2nN,,,,,32.597900390625,-92.023498535156,anonymous,EN,A lot,A little,A little,A little,A lot,A lot,Yes,A moderate amount,A little,A moderate amount,A great deal,A moderate amount,A moderate amount,No,,,,,,,Evacuate,Stay,"Having elderly family member(s),Having pets,Evacuation expense (travel, lodging, etc.)",31,Male,Caucasian,Some college,"$25,000 to $40,000",2,No,No,No,Yes,77009,Within 1 mile,Condo/apartment - more than 4 floors,Brick or block,Rent,Yes,Harris,Yes,Mandatory (must),"Radio or TV,Social media or internet,Word of mouth (friends/relative/neighbor),Text alerts  or phone calls from officials",August 24th (Thursday),No,No,,,No,No,No,Yes,A2Z96TK65BB7LC,209461
2017-11-01 13:17:16,2017-11-01 13:19:12,IP Address,73.77.67.226,100,115,True,2017-11-01 13:19:13,R_5vv4RleO9ZNyN7X,,,,,29.572296142578,-95.136001586914,anonymous,EN,A lot,None at all,A great deal,A little,A great deal,A little,Yes,A moderate amount,A moderate amount,A lot,A lot,A lot,A lot,No,,,,,,,Stay,Stay,None,34,Male,Caucasian,College graduate,"Over $80,000",4,Yes,No,No,Yes,77062,1 to 10 mile,Detached single family home,Brick or block,Own,Yes,Harris,Yes,Voluntary (should),"Radio or TV,Word of mouth (friends/relative/neighbor)",August 24th (Thursday),,No,,,No,No,No,Yes,A1FQE3NEOHSKOX,411154
2017-11-01 13:15:44,2017-11-01 13:20:27,IP Address,68.201.168.95,100,282,True,2017-11-01 13:20:28,R_1jqu3uOpHcAutkR,,,,,26.178802490234,-98.359497070312,anonymous,EN,A little,A little,A moderate amount,A moderate amount,A moderate amount,A moderate amount,Yes,A lot,A moderate amount,A lot,A moderate amount,A lot,A moderate amount,No,,,,,,,Stay,Stay,"Having young children,Having pets,Evacuation expense (travel, lodging, etc.)",38,Female,Hispanic,Graduate school,"$40,000 to $80,000",5,Yes,No,No,Yes,78572,More than 70 miles,Detached single family home,Brick or block,Own,No,Hidalgo,No,,,,Yes,No,,,No,No,No,Yes,A2KQ5323UX4K1O,537521
2017-11-01 13:17:21,2017-11-01 13:21:37,IP Address,198.36.61.249,100,256,True,2017-11-01 13:21:38,R_2WSfSmBPjv8Bg5O,,,,,26.098907470703,-97.643203735352,anonymous,EN,A great deal,A great deal,A great deal,None at all,A great deal,None at all,Yes,A lot,A little,A great deal,A great deal,None at all,A great deal,Yes,None at all,None at all,A great deal,A great deal,A great deal,A great deal,Evacuate,Stay,"Having young children,Having family member(s) with special needs,Having pets,Evacuation expense (travel, lodging, etc.)",39,Female,Caucasian,Some college,"Less than $15,000",5,Yes,No,Yes,Yes,78566,Within 1 mile,Mobile or manufactured home,Wood,Own,Yes,Cameron,No,,,,No,Yes,August 23th (Wednesday),Morning,,,,Yes,A2LI0QVPKA5CG8,741202
2017-11-01 13:22:15,2017-11-01 13:26:41,IP Address,104.57.80.64,100,266,True,2017-11-01 13:26:42,R_3oB1oRv9IcJ1R5i,,,,,29.626205444336,-95.492202758789,anonymous,EN,A little,A moderate amount,A lot,A lot,A little,None at all,Yes,A great deal,A moderate amount,A lot,A lot,A little,A moderate amount,Yes,A moderate amount,None at all,None at all,None at all,None at all,None at all,Stay,Stay,"Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",46,Male,African American,College graduate,"$40,000 to $80,000",3,Yes,No,No,No,77085,50 to 70 miles,Detached single family home,Brick or block,Own,Yes,Harris,No,,,,,No,,,No,No,No,Yes,ADKBTSKPX195Q,533279
2017-10-31 13:04:05,2017-11-01 13:29:58,IP Address,99.32.72.11,100,87953,True,2017-11-01 13:29:58,R_bf8Y96BudHkgKgp,,,,,29.550399780273,-95.250503540039,anonymous,EN,None at all,A little,None at all,None at all,A moderate amount,A moderate amount,Yes,A lot,A moderate amount,A great deal,A lot,A lot,A little,Yes,A great deal,A great deal,A great deal,A great deal,A little,A great deal,Evacuate,Stay,Having pets,22,Male,Caucasian,Some college,"$25,000 to $40,000",2,No,No,No,Yes,77584,30 to 50 miles,Detached single family home,Wood,Own,No,Brazoria,No,,,,Yes,No,,,No,No,No,Yes,AK35CJJEYFVYK,954484
2017-11-01 13:36:07,2017-11-01 13:38:53,IP Address,70.129.182.204,100,166,True,2017-11-01 13:38:53,R_2WOSNUGBFvYY6pU,,,,,32.810104370117,-97.106101989746,anonymous,EN,A moderate amount,A great deal,A lot,A great deal,A great deal,A great deal,Yes,A moderate amount,A little,A great deal,A great deal,A lot,A great deal,Yes,A lot,A great deal,A great deal,A lot,A great deal,A great deal,Stay,Stay,"No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",23,Male,Asian,College graduate,"Over $80,000",4,No,No,No,No,77014,30 to 50 miles,Detached single family home,Brick or block,Own,No,Harris,No,,,,No,No,,,No,No,No,Yes,A1NYI79LUIBOTP,167447
2017-11-01 14:00:07,2017-11-01 14:03:51,IP Address,47.221.175.134,100,224,True,2017-11-01 14:03:52,R_scj5CutwWqjAPC1,,,,,30.653503417969,-97.582801818848,anonymous,EN,A moderate amount,A lot,A lot,A lot,A moderate amount,A moderate amount,Yes,A little,None at all,A lot,A little,A moderate amount,A lot,Yes,None at all,A lot,A little,A moderate amount,A lot,A lot,Evacuate,Evacuate,"Having elderly family member(s),Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",34,Female,Caucasian,Graduate school,"$40,000 to $80,000",3,No,Yes,Yes,Yes,78373,Within 1 mile,Detached single family home,Wood,Own,No,Nueces,Yes,Mandatory (must),"Police/authorities came into the neighborhood,Text alerts  or phone calls from officials",August 23th (Wednesday),No,Yes,August 24th (Thursday),Morning,,,,Yes,A2XP8RZM8ERTY,926870
2017-11-01 14:04:20,2017-11-01 14:08:04,IP Address,38.100.151.206,100,224,True,2017-11-01 14:08:05,R_1odSKUuesRbVAsz,,,,,29.752700805664,-95.409896850586,anonymous,EN,A little,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,Yes,A little,A little,A little,A little,A little,A little,Yes,A little,A little,A little,A little,A little,A little,Stay,Stay,Having pets,25,Male,Asian,College graduate,"Over $80,000",2,No,No,No,Yes,77036,More than 70 miles,Detached single family home,Brick or block,Own,Yes,Harris,No,,,,,No,,,No,No,No,Yes,AV7UX8QQXABSK,869964
2017-11-01 14:19:22,2017-11-01 14:24:13,IP Address,108.92.36.152,100,290,True,2017-11-01 14:24:14,R_1FCCmpTYuClJOmw,,,,,29.802795410156,-90.797401428223,anonymous,EN,A little,None at all,A little,A little,None at all,None at all,Yes,A lot,A little,None at all,A lot,A lot,A moderate amount,Yes,A little,A little,A little,A little,A little,None at all,Stay,Stay,None,34,Female,Caucasian,College graduate,"Over $80,000",4,Yes,No,No,Yes,70301,30 to 50 miles,Detached single family home,Brick or block,Own,Yes,Lafourche,No,,,,No,No,,,No,No,No,Yes,AQ09TR8WM6V68,513135
2017-11-01 14:52:15,2017-11-01 14:56:00,IP Address,73.155.72.4,100,225,True,2017-11-01 14:56:00,R_2dW4tvT9GU7EtK3,,,,,29.687698364258,-95.115699768066,anonymous,EN,A little,None at all,A little,A little,A little,A little,Yes,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A great deal,A little,A moderate amount,A great deal,A little,Evacuate,Evacuate,"Having elderly family member(s),Evacuation expense (travel, lodging, etc.)",34,Male,Caucasian,Some college,"$40,000 to $80,000",3,No,No,No,No,77504,30 to 50 miles,Condo/apartment - 4 stories or less,Wood,Rent,Yes,Harris,Yes,,Text alerts  or phone calls from officials,"August 25th (Friday, 1st landfall near Rockport, TX)",,No,,,No,No,No,Yes,A331EA4IU21KXL,877418
2017-11-01 14:51:50,2017-11-01 15:01:39,IP Address,50.26.132.180,100,589,True,2017-11-01 15:01:39,R_A4fNymfxXYaDAiZ,,,,,35.114501953125,-101.7712020874,anonymous,EN,A moderate amount,A moderate amount,A great deal,A great deal,A great deal,A great deal,Yes,A moderate amount,A moderate amount,A lot,A moderate amount,A little,A moderate amount,Yes,A lot,A great deal,A little,A little,A moderate amount,A moderate amount,Neither,Stay,"Having young children,Having family member(s) with special needs,Having pets,Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",27,Female,Caucasian,College graduate,"$15,000 to $25,000",2,Yes,No,Yes,Yes,77536,30 to 50 miles,Condo/apartment - 4 stories or less,Brick or block,Rent,Yes,Harris,,,,,No,No,,,No,No,No,Yes,A3BBAD8UB2C9HO,349588
2017-11-01 15:04:21,2017-11-01 15:07:26,IP Address,173.173.130.10,100,184,True,2017-11-01 15:07:26,R_3JmHIHoyMdsL45v,,,,,25.975997924805,-97.541999816895,anonymous,EN,None at all,A moderate amount,None at all,None at all,A little,None at all,Yes,A lot,A little,A great deal,A great deal,A little,A little,Yes,A lot,A lot,A great deal,A little,A little,A lot,Stay,Stay,"Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.),Job obligations",32,Female,Hispanic,Some college,"$15,000 to $25,000",4,Yes,No,Yes,No,78520,30 to 50 miles,Condo/apartment - 4 stories or less,Wood,Rent,No,Cameron,No,,,,,No,,,No,No,No,Yes,ARTPM9JT7DA1P,712948
2017-11-01 15:12:15,2017-11-01 15:14:46,IP Address,70.169.66.194,100,151,True,2017-11-01 15:14:47,R_2qxyWsHl39dyPv8,,,,,30.383804321289,-91.059799194336,anonymous,EN,A lot,A lot,A moderate amount,A moderate amount,A great deal,A great deal,Yes,A moderate amount,A moderate amount,A moderate amount,A great deal,A lot,A lot,Yes,A great deal,A great deal,A great deal,A lot,A great deal,A great deal,Stay,Stay,"Having pets,Evacuation expense (travel, lodging, etc.),Job obligations",40,Male,Caucasian,Graduate school,"$40,000 to $80,000",3,Yes,No,No,Yes,70810,50 to 70 miles,Detached single family home,Brick or block,Rent,Yes,East Baton Rouge,No,,,,Yes,No,,,No,No,No,Yes,A1CKP36D1MKIYW,643318
2017-11-01 15:38:10,2017-11-01 15:42:00,IP Address,68.207.24.21,100,229,True,2017-11-01 15:42:01,R_2Eb32CQFMUQzNm3,,,,,28.356597900391,-99.143600463867,anonymous,EN,A great deal,A moderate amount,A great deal,A great deal,A great deal,A great deal,Yes,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,No,,,,,,,Stay,Stay,None,31,Male,Caucasian,Some college,"$40,000 to $80,000",2,No,No,Yes,Yes,78014,More than 70 miles,Detached single family home,Wood,Own,Yes,La Salle,No,,,,No,No,,,No,No,No,Yes,A126X51DWT001N,178955
2017-11-01 15:45:59,2017-11-01 15:51:18,IP Address,71.150.173.14,100,319,True,2017-11-01 15:51:19,R_1IiaObijGHDFuge,,,,,29.984497070312,-95.525001525879,anonymous,EN,None at all,A moderate amount,None at all,None at all,A little,A moderate amount,Yes,A lot,A moderate amount,A moderate amount,A moderate amount,A little,A moderate amount,Yes,A moderate amount,A moderate amount,A little,A little,A moderate amount,A lot,Stay,Stay,"Evacuation expense (travel, lodging, etc.),No place to go (hotels, public shelters, friends' or family's places, etc.)",67,Female,Caucasian,Graduate school,"$25,000 to $40,000",2,No,No,No,Yes,77014,50 to 70 miles,Detached single family home,Brick or block,Own,Yes,Harris,No,,,,No,No,,,No,No,No,Yes,AWDHWV33NTDOE,641195
2017-11-01 15:34:37,2017-11-01 15:51:59,IP Address,97.99.153.105,100,1041,True,2017-11-01 15:52:00,R_2WV8DDA1sLLdYRv,,,,,32.778106689453,-96.955497741699,anonymous,EN,A great deal,A little,A great deal,A great deal,A great deal,A great deal,Yes,A lot,A lot,A lot,A lot,A moderate amount,A lot,Yes,A moderate amount,A little,A little,A little,A moderate amount,A lot,Evacuate,Evacuate,"Having pets,Evacuation expense (travel, lodging, etc.),Job obligations",25,Female,Hispanic,Some college,"$15,000 to $25,000",4,No,No,No,Yes,77505,10 to 30 miles,Detached single family home,Brick or block,Rent,Yes,Harris,Yes,Voluntary (should),"Radio or TV,Social media or internet,Word of mouth (friends/relative/neighbor),Police/authorities came into the neighborhood,Text alerts  or phone calls from officials",August 28th (Monday),No,Yes,August 28th (Monday),Night,,,,Yes,A2Y11ISH88XHKB,996692
2017-11-01 15:50:29,2017-11-01 15:52:26,IP Address,108.171.132.189,100,117,True,2017-11-01 15:52:26,R_1H7CB9VP7eYgqam,,,,,32.778701782227,-96.821701049805,anonymous,EN,A moderate amount,A moderate amount,A moderate amount,A lot,A moderate amount,A lot,Yes,A lot,A little,A lot,A lot,A lot,A lot,Yes,A little,A lot,A lot,A lot,A lot,A moderate amount,Stay,Stay,"Having pets,Job obligations",35,Female,Caucasian,College graduate,"Over $80,000",5,Yes,No,No,Yes,70764,30 to 50 miles,Detached single family home,Brick or block,Own,Yes,iberville,No,,,,,No,,,No,No,No,Yes,A3QDW36ZBK7CA8,810417
2017-11-01 15:51:36,2017-11-01 15:57:01,IP Address,99.107.240.46,100,324,True,2017-11-01 15:57:01,R_2xQd8aPePoOREbE,,,,,32.919296264648,-96.982002258301,anonymous,EN,None at all,None at all,None at all,None at all,None at all,None at all,Yes,A little,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A great deal,No,,,,,,,Neither,Stay,None,57,Female,Caucasian,Some college,"$40,000 to $80,000",2,No,No,No,Yes,75063,More than 70 miles,Condo/apartment - 4 stories or less,Brick or block,Rent,No,Dallas,No,,,,Yes,No,,,No,No,No,Yes,A1QZP62BC2VKEM,667839
2017-11-01 16:04:51,2017-11-01 16:09:18,IP Address,107.211.4.217,100,267,True,2017-11-01 16:09:19,R_1jJLYU89EWH666A,,,,,27.663696289062,-97.360397338867,anonymous,EN,A lot,A great deal,A great deal,A great deal,A little,A little,Yes,None at all,None at all,A great deal,A great deal,A moderate amount,A moderate amount,Yes,A little,A lot,A great deal,A lot,A lot,A great deal,Evacuate,Evacuate,"Having family member(s) with special needs,Having pets,No place to go (hotels, public shelters, friends' or family's places, etc.)",35,Female,Caucasian,Some college,"Less than $15,000",4,Yes,No,Yes,Yes,78413,1 to 10 mile,Condo/apartment - 4 stories or less,Wood,Own,Yes,Nueces,,,,,No,No,,,No,No,No,Yes,A1CGUFW3R6M234,718476
2017-11-01 16:09:02,2017-11-01 16:14:06,IP Address,107.211.4.217,100,303,True,2017-11-01 16:14:07,R_3I4QAtzMIO1q5gp,,,,,27.663696289062,-97.360397338867,anonymous,EN,A little,A great deal,None at all,A little,A little,A little,Yes,A moderate amount,None at all,A great deal,A great deal,A moderate amount,A great deal,Yes,A little,A great deal,A great deal,A moderate amount,A great deal,A great deal,Stay,Stay,"Having young children,Having elderly family member(s),Having family member(s) with special needs,Having pets,Evacuation expense (travel, lodging, etc.)",41,Male,Caucasian,Some college,"Less than $15,000",4,Yes,No,Yes,Yes,78413,1 to 10 mile,Condo/apartment - 4 stories or less,Wood,Own,Yes,Nueces,Yes,Voluntary (should),"Social media or internet,Word of mouth (friends/relative/neighbor),Text alerts  or phone calls from officials",August 24th (Thursday),No,No,,,No,No,No,Yes,A1TS2SKXPX7ZED,830843
2017-11-01 16:06:03,2017-11-01 16:18:39,IP Address,99.42.145.134,100,756,True,2017-11-01 16:18:40,R_24EzVXTsWcisj7j,,,,,30.003799438477,-90.21410369873,anonymous,EN,A lot,A little,A great deal,A great deal,A moderate amount,A moderate amount,Yes,A little,None at all,A little,A great deal,A moderate amount,A moderate amount,Yes,A little,A little,A great deal,A great deal,A great deal,A moderate amount,Evacuate,Stay,"Having elderly family member(s),Having pets,Evacuation expense (travel, lodging, etc.)",33,Female,African American,Some college,"$25,000 to $40,000",4,No,Yes,No,Yes,77619,50 to 70 miles,Detached single family home,Brick or block,Own,Yes,Jefferson,Yes,Voluntary (should),Radio or TV,"August 25th (Friday, 1st landfall near Rockport, TX)",No,Yes,August 27th (Sunday),Morning,,,,Yes,A19WWXPWT25JD0,416142
